order_id,order_item_id,sku,price,quantity
9580,1,SKU832,999.99,1.0
9631,3,NAN,0.0,0.0
9360,1,SKU-354,3778.0,2.0
16012,3,SKU220,999.99,2.0
2737,1,SKU762,100.0,0.0
11462,3,SKU324,0.0,2.0
19171,1,SKU127,100.0,0.0
18667,2,SKU614,3780.0,0.0
3662,1,SKU_786,0.0,2.0
3851,2,SKU-1046,999.99,0.0
9568,2,NAN,999.99,2.0
1799,1,SKU590,3063.0,0.0
19026,1,SKU1048,0.0,0.0
8195,1,SKU-595,0.0,2.0
8051,3,NAN,999.99,0.0
19678,3,SKU-977,100.0,0.0
7090,2,SKU-79,999.99,0.0
9695,1,SKU-1057,2964.0,2.0
11355,3,SKU1051,4524.0,0.0
17252,1,NAN,4706.0,0.0
9717,2,NAN,0.0,0.0
19913,3,SKU_900,0.0,1.0
11643,4,NAN,0.0,0.0
18473,3,SKU_127,999.99,2.0
15143,2,SKU_555,3834.0,0.0
16584,1,SKU_673,0.0,2.0
8338,3,SKU-865,0.0,1.0
5983,4,SKU_525,0.0,0.0
3107,2,SKU_85,2299.0,2.0
17171,3,SKU255,0.0,0.0
5661,1,NAN,999.99,2.0
332,4,NAN,100.0,2.0
535,1,SKU-876,999.99,2.0
10346,2,NAN,999.99,0.0
1946,2,SKU705,3846.0,1.0
5582,1,SKU841,0.0,1.0
12132,4,SKU-881,0.0,2.0
2177,1,SKU_284,100.0,1.0
7129,2,SKU70,100.0,1.0
7236,4,SKU352,4306.0,2.0
19235,2,SKU_92,4622.0,0.0
18683,2,SKU1015,999.99,0.0
17063,2,SKU-981,100.0,2.0
12780,1,SKU_499,0.0,0.0
2751,1,NAN,853.0,0.0
2499,2,SKU503,2373.0,2.0
11085,1,SKU-168,4515.0,1.0
8303,2,NAN,0.0,0.0
18527,1,SKU253,999.99,2.0
17363,3,NAN,999.99,0.0
14641,3,SKU_668,4684.0,2.0
19336,3,SKU-671,673.0,2.0
1427,4,SKU114,4989.0,0.0
15833,2,SKU-33,0.0,2.0
512,1,NAN,0.0,2.0
13034,1,SKU773,100.0,0.0
10597,3,SKU-270,100.0,2.0
14458,3,SKU1080,999.99,0.0
5747,1,NAN,0.0,0.0
12078,1,NAN,0.0,0.0
12457,1,SKU-50,100.0,0.0
8930,2,SKU_105,2238.0,0.0
5139,3,SKU487,286.0,2.0
2583,3,NAN,100.0,1.0
15253,3,SKU-403,3499.0,2.0
18610,1,SKU-974,3114.0,2.0
2205,2,SKU-791,0.0,1.0
18156,4,SKU-979,3666.0,2.0
7656,1,NAN,100.0,0.0
19327,2,SKU_652,895.0,0.0
15661,2,SKU-235,100.0,0.0
8799,2,SKU_1154,999.99,2.0
2552,1,SKU_671,1884.0,1.0
6591,1,SKU371,999.99,2.0
14451,1,SKU-1080,0.0,2.0
9452,1,SKU_669,100.0,2.0
1127,3,SKU1031,1870.0,2.0
1294,1,SKU532,2820.0,2.0
5539,1,NAN,0.0,2.0
9451,2,SKU-521,999.99,1.0
19243,1,NAN,999.99,2.0
6989,4,SKU181,999.99,2.0
5652,2,SKU1046,999.99,0.0
17334,2,SKU477,0.0,2.0
3214,1,NAN,2926.0,2.0
19805,1,SKU-1038,437.0,0.0
19501,2,SKU_1025,999.99,0.0
10313,3,SKU471,249.0,2.0
719,2,SKU1180,999.99,0.0
10518,1,SKU1195,1819.0,2.0
6198,2,NAN,0.0,2.0
11532,4,SKU_1121,2575.0,0.0
687,1,SKU_813,100.0,2.0
3682,3,SKU647,100.0,0.0
19951,1,NAN,4118.0,0.0
17896,2,SKU397,0.0,0.0
14981,2,NAN,999.99,0.0
3264,3,SKU513,0.0,2.0
5453,2,SKU875,0.0,0.0
16101,1,NAN,0.0,2.0
3517,2,NAN,0.0,1.0
17580,2,NAN,915.0,2.0
2958,4,SKU_1187,0.0,0.0
6941,2,SKU_699,100.0,2.0
331,3,SKU-933,999.99,0.0
3098,2,SKU-387,2702.0,2.0
16749,1,SKU127,0.0,0.0
13546,1,SKU702,1578.0,2.0
285,1,SKU1015,999.99,2.0
11647,1,NAN,0.0,1.0
17936,1,SKU-751,999.99,2.0
18897,2,SKU_217,4625.0,1.0
9783,3,SKU-877,4006.0,0.0
1537,4,SKU_815,4334.0,2.0
4630,1,NAN,0.0,0.0
18799,3,SKU790,51.0,0.0
19107,2,SKU1143,0.0,0.0
3513,2,SKU766,2618.0,1.0
14882,3,SKU_880,999.99,0.0
19186,2,SKU-339,212.0,0.0
13022,3,NAN,4092.0,2.0
3081,3,SKU978,2057.0,0.0
11687,1,SKU675,4520.0,1.0
7168,3,SKU412,0.0,2.0
14292,1,SKU-162,0.0,0.0
7885,4,SKU-877,0.0,1.0
2494,1,SKU611,999.99,2.0
8923,3,SKU_778,0.0,0.0
16320,2,NAN,100.0,2.0
1950,2,SKU_1071,2880.0,1.0
12033,4,NAN,4977.0,2.0
2840,2,SKU_16,999.99,0.0
8439,3,SKU_565,100.0,0.0
15843,1,NAN,2891.0,0.0
5100,1,SKU597,3429.0,2.0
16112,2,NAN,999.99,2.0
9594,1,SKU536,2542.0,1.0
4060,1,SKU147,2163.0,2.0
12080,2,SKU_88,0.0,0.0
4569,1,SKU-1027,999.99,0.0
3551,2,SKU399,999.99,2.0
6744,1,SKU618,2287.0,1.0
2271,3,NAN,999.99,0.0
18345,2,SKU_468,3857.0,1.0
8380,3,SKU947,999.99,2.0
5834,1,NAN,100.0,1.0
13407,1,SKU_115,0.0,2.0
17431,4,SKU371,100.0,0.0
19685,1,SKU-594,0.0,2.0
522,1,SKU-1032,3897.0,0.0
12011,1,SKU843,0.0,1.0
18735,1,SKU-547,2987.0,2.0
5263,3,SKU-1168,100.0,1.0
14878,4,SKU_399,4465.0,1.0
13538,1,SKU991,999.99,2.0
8801,4,SKU-897,1356.0,1.0
18569,1,SKU913,3981.0,2.0
12264,2,SKU707,0.0,1.0
8155,2,SKU187,0.0,0.0
11504,4,SKU-739,0.0,0.0
15594,3,SKU-1111,0.0,2.0
1727,1,SKU426,999.99,1.0
11030,1,SKU_757,0.0,0.0
19783,1,SKU107,0.0,2.0
14275,3,SKU85,4321.0,0.0
18712,1,SKU_872,0.0,0.0
1407,1,SKU_906,999.99,0.0
5772,1,SKU1131,0.0,1.0
14575,2,SKU_284,1229.0,0.0
3472,4,SKU_385,4604.0,1.0
15257,2,SKU-1023,1398.0,0.0
3971,2,SKU-510,230.0,2.0
8291,1,NAN,328.0,1.0
8000,4,SKU-833,999.99,0.0
5329,3,SKU136,0.0,1.0
15500,1,SKU299,0.0,2.0
7284,1,SKU_698,1516.0,1.0
43,1,NAN,2364.0,2.0
10808,3,SKU866,0.0,2.0
11231,4,SKU734,0.0,0.0
2097,2,NAN,0.0,0.0
3868,2,SKU-760,0.0,2.0
17723,1,SKU-204,0.0,0.0
16338,2,SKU-1050,3798.0,0.0
10013,2,NAN,3597.0,1.0
16057,1,SKU-361,888.0,0.0
15788,2,SKU_580,4372.0,0.0
9633,1,SKU517,3409.0,1.0
18453,4,NAN,3421.0,1.0
13467,4,SKU237,0.0,0.0
19778,3,NAN,999.99,0.0
11476,3,SKU795,999.99,0.0
6846,2,NAN,0.0,0.0
9970,1,SKU_752,0.0,0.0
14238,3,SKU350,1553.0,0.0
12575,1,SKU711,100.0,2.0
15931,1,NAN,100.0,0.0
19717,1,SKU673,100.0,1.0
6893,1,SKU1049,2455.0,0.0
19395,1,NAN,375.0,0.0
4379,3,SKU_677,999.99,0.0
18946,1,SKU-27,999.99,1.0
17517,3,SKU-450,100.0,1.0
123,2,SKU-739,4696.0,2.0
9107,1,NAN,999.99,0.0
7299,2,SKU-632,0.0,1.0
7042,3,SKU_1172,999.99,0.0
7936,1,SKU57,0.0,2.0
18277,1,SKU723,0.0,0.0
16366,2,SKU94,0.0,2.0
19206,2,SKU1069,999.99,2.0
3620,3,SKU_276,804.0,2.0
5429,4,SKU-1074,2771.0,2.0
1439,2,SKU-1070,994.0,2.0
15640,1,SKU926,2435.0,1.0
4218,1,SKU-1107,100.0,2.0
14538,2,SKU720,4568.0,0.0
15610,1,SKU59,0.0,2.0
17842,1,SKU_542,100.0,0.0
12028,1,SKU866,100.0,2.0
18178,2,SKU1035,4780.0,0.0
7993,2,NAN,0.0,0.0
15215,3,SKU-162,0.0,0.0
7751,1,SKU506,2670.0,0.0
6334,1,SKU334,999.99,2.0
14045,1,SKU662,2321.0,2.0
9532,1,SKU-500,0.0,2.0
9895,4,SKU232,0.0,0.0
3534,1,NAN,490.0,0.0
12104,1,NAN,100.0,0.0
3537,2,SKU_130,2726.0,0.0
7839,2,SKU565,305.0,2.0
7896,4,SKU_347,869.0,1.0
10713,2,SKU991,100.0,2.0
14776,3,SKU-672,2603.0,1.0
17512,2,SKU-436,100.0,0.0
12531,1,SKU367,0.0,2.0
12904,3,SKU_683,0.0,2.0
1649,3,SKU791,999.99,1.0
11771,3,SKU406,0.0,1.0
10528,3,SKU-979,999.99,0.0
14663,1,SKU137,4341.0,0.0
1550,4,SKU-153,0.0,0.0
3817,1,SKU967,100.0,0.0
14851,1,SKU-296,0.0,0.0
2303,1,SKU_459,866.0,1.0
19,3,SKU-61,0.0,2.0
14701,2,SKU212,100.0,2.0
7917,2,NAN,999.99,1.0
6172,1,SKU284,367.0,1.0
15678,2,SKU_891,3378.0,2.0
5642,4,SKU602,0.0,2.0
18006,3,NAN,100.0,2.0
8611,4,SKU_337,4033.0,0.0
17171,4,SKU-1013,2927.0,2.0
11318,1,NAN,100.0,1.0
18616,2,NAN,0.0,2.0
2942,1,SKU22,3151.0,0.0
4702,2,NAN,0.0,0.0
19103,2,SKU_465,999.99,2.0
6682,3,NAN,0.0,1.0
1337,1,SKU438,0.0,0.0
8780,2,SKU-899,100.0,0.0
17769,1,SKU1101,3025.0,1.0
10335,1,SKU_429,0.0,2.0
7276,2,SKU811,0.0,1.0
9051,2,SKU1036,2451.0,0.0
448,3,NAN,999.99,2.0
5207,1,SKU-1163,4840.0,2.0
3331,1,SKU_134,100.0,2.0
8535,2,NAN,999.99,1.0
12262,1,SKU_844,4577.0,2.0
16069,2,SKU144,0.0,2.0
13397,1,SKU854,999.99,0.0
7850,3,NAN,4488.0,0.0
18469,3,SKU-1179,2978.0,1.0
75,1,SKU777,0.0,0.0
9144,4,NAN,999.99,1.0
11315,1,SKU486,3392.0,0.0
97,1,NAN,3449.0,2.0
436,4,NAN,0.0,1.0
7333,1,SKU-1149,999.99,2.0
7251,1,SKU480,100.0,0.0
455,3,NAN,1067.0,0.0
6959,1,SKU-397,2035.0,2.0
2213,3,NAN,100.0,0.0
15415,1,SKU-949,999.99,2.0
10369,1,SKU_1143,4431.0,0.0
19637,2,SKU718,0.0,0.0
7193,2,SKU_629,0.0,2.0
8737,3,SKU1133,999.99,2.0
13183,2,SKU-924,0.0,2.0
18936,1,SKU706,100.0,2.0
15858,3,NAN,0.0,1.0
18878,2,NAN,1570.0,0.0
12037,1,NAN,100.0,0.0
19698,1,NAN,0.0,1.0
10116,1,NAN,1266.0,1.0
6452,1,SKU_14,999.99,0.0
2661,3,SKU_740,100.0,2.0
10839,2,SKU428,0.0,2.0
5114,3,SKU629,0.0,0.0
5456,3,SKU_515,743.0,0.0
7473,3,SKU-808,999.99,0.0
11456,4,NAN,999.99,1.0
19579,1,SKU1113,100.0,0.0
12065,1,SKU-49,100.0,2.0
13468,3,SKU940,1685.0,2.0
9025,2,SKU422,0.0,2.0
605,1,SKU-598,0.0,2.0
4820,2,NAN,100.0,0.0
3786,1,NAN,1785.0,0.0
301,4,NAN,100.0,0.0
5428,2,SKU-593,0.0,2.0
14756,2,SKU491,87.0,0.0
10703,2,SKU1155,0.0,0.0
18390,3,SKU658,3082.0,2.0
5278,2,NAN,0.0,2.0
10764,1,SKU_891,4852.0,1.0
7650,1,NAN,100.0,0.0
3411,1,SKU-439,0.0,2.0
16671,3,SKU1163,0.0,0.0
19175,3,SKU1089,2099.0,0.0
11601,3,SKU948,0.0,2.0
13459,1,SKU-44,0.0,2.0
14792,2,SKU1031,0.0,2.0
14467,3,NAN,0.0,0.0
18004,4,SKU819,999.99,0.0
8751,2,SKU905,0.0,0.0
7132,1,SKU444,2794.0,2.0
6731,1,SKU-157,0.0,0.0
1923,2,SKU-762,0.0,0.0
2570,2,SKU_868,0.0,0.0
14526,1,SKU618,726.0,2.0
8656,2,NAN,100.0,2.0
15483,1,SKU110,999.99,1.0
15805,2,SKU_744,0.0,0.0
3096,4,SKU288,0.0,2.0
5199,2,SKU917,0.0,2.0
3343,1,NAN,0.0,0.0
6701,1,NAN,100.0,2.0
17731,2,SKU773,2781.0,2.0
7666,2,NAN,999.99,1.0
3859,1,NAN,100.0,2.0
2871,4,NAN,100.0,0.0
6009,1,NAN,0.0,1.0
19465,1,SKU476,2298.0,0.0
19327,3,SKU1104,3282.0,0.0
5459,1,SKU-776,0.0,2.0
9753,1,SKU-1006,2317.0,1.0
11874,3,SKU-67,1042.0,2.0
19016,2,SKU103,3495.0,2.0
13238,1,SKU_874,100.0,0.0
19893,1,SKU-897,0.0,2.0
4201,2,SKU677,100.0,0.0
12155,1,SKU1166,1855.0,2.0
9425,2,SKU_955,0.0,1.0
4241,1,SKU-640,3165.0,0.0
1897,2,SKU-171,0.0,2.0
6333,1,SKU_863,0.0,2.0
10345,3,SKU-789,4947.0,2.0
15298,3,SKU80,999.99,1.0
18617,1,NAN,4255.0,0.0
3028,1,SKU-306,0.0,1.0
13962,3,SKU-145,694.0,2.0
19070,4,SKU_1090,0.0,0.0
14894,2,SKU_759,100.0,2.0
9283,1,SKU395,100.0,2.0
7845,1,SKU_107,100.0,1.0
19079,2,SKU-937,0.0,2.0
944,2,SKU_911,999.99,0.0
9389,1,SKU86,999.99,1.0
19085,3,NAN,1608.0,0.0
448,2,SKU664,999.99,1.0
8694,2,SKU385,0.0,0.0
15401,1,SKU962,167.0,2.0
8585,2,NAN,0.0,1.0
1450,1,SKU-729,897.0,2.0
16036,1,NAN,0.0,2.0
8863,3,SKU-179,0.0,1.0
5636,2,SKU239,0.0,0.0
1047,2,NAN,0.0,0.0
14456,1,SKU863,999.99,2.0
17473,2,SKU998,378.0,2.0
18049,1,NAN,4655.0,2.0
19137,3,NAN,0.0,0.0
12332,1,SKU-936,139.0,0.0
4690,3,SKU366,999.99,2.0
5323,1,SKU381,2459.0,2.0
10256,1,SKU455,999.99,0.0
17738,2,SKU-163,100.0,1.0
12958,2,SKU_872,0.0,1.0
1163,3,NAN,999.99,2.0
15693,4,SKU296,2113.0,0.0
2711,2,NAN,4921.0,2.0
2785,2,NAN,100.0,0.0
19103,3,NAN,999.99,2.0
17393,1,SKU273,999.99,2.0
8456,3,SKU1104,100.0,2.0
16920,1,SKU-293,100.0,2.0
9803,1,SKU604,999.99,0.0
6971,4,SKU792,0.0,2.0
3989,2,NAN,0.0,2.0
18867,2,SKU-1032,100.0,1.0
11772,3,SKU874,4903.0,1.0
11592,3,SKU_128,100.0,0.0
14748,1,SKU-552,0.0,0.0
13577,1,NAN,2446.0,1.0
5505,1,SKU513,100.0,0.0
12682,3,SKU857,0.0,2.0
13919,2,SKU-214,100.0,0.0
19562,3,SKU-658,100.0,0.0
14691,2,NAN,1616.0,0.0
7046,2,SKU_366,4788.0,0.0
16795,3,NAN,0.0,2.0
19007,1,NAN,3222.0,0.0
17595,2,SKU-347,100.0,0.0
15773,1,NAN,0.0,0.0
12769,1,NAN,100.0,1.0
18593,4,SKU_79,100.0,2.0
13046,2,SKU_283,3619.0,0.0
10025,2,SKU261,4894.0,0.0
11223,3,NAN,4696.0,2.0
15971,2,SKU_474,0.0,0.0
16913,1,SKU_1033,999.99,2.0
19197,1,NAN,100.0,2.0
7796,1,SKU84,999.99,2.0
14803,1,SKU_690,100.0,1.0
14915,1,SKU726,0.0,1.0
19197,2,SKU-720,0.0,2.0
7689,3,SKU_458,308.0,2.0
16953,1,SKU_981,999.99,0.0
16562,3,SKU16,0.0,2.0
12823,4,NAN,1216.0,1.0
2717,4,SKU358,4541.0,0.0
18412,2,SKU_660,0.0,0.0
4871,1,NAN,330.0,0.0
15446,1,SKU-187,0.0,2.0
17343,2,SKU575,100.0,2.0
10888,1,SKU456,0.0,0.0
1353,1,NAN,0.0,2.0
9739,4,SKU172,3524.0,1.0
609,1,SKU161,999.99,0.0
19695,2,SKU_1169,2103.0,2.0
7755,3,SKU930,999.99,1.0
9775,3,SKU_627,2073.0,1.0
10987,1,SKU547,852.0,1.0
264,3,SKU673,0.0,2.0
11,3,SKU-1180,1325.0,2.0
18937,4,SKU_373,100.0,1.0
10854,1,SKU365,0.0,0.0
11906,2,SKU_225,0.0,2.0
11823,4,SKU-458,999.99,2.0
19913,1,SKU_95,3023.0,0.0
7742,1,SKU534,1303.0,2.0
10354,3,NAN,100.0,2.0
6424,1,NAN,0.0,0.0
13290,1,SKU_482,1841.0,0.0
14200,1,NAN,0.0,0.0
2968,1,SKU553,0.0,1.0
2150,2,SKU_965,0.0,2.0
8329,1,NAN,2524.0,2.0
10489,2,SKU_202,214.0,0.0
19426,1,SKU1130,100.0,2.0
9469,1,SKU726,100.0,1.0
15116,3,SKU_724,999.99,0.0
4410,1,SKU_923,1928.0,2.0
19930,1,SKU_675,0.0,0.0
6145,4,SKU977,100.0,2.0
17035,3,NAN,100.0,2.0
2113,2,SKU_358,0.0,0.0
1919,2,SKU1088,4176.0,0.0
19876,3,SKU_605,999.99,2.0
3529,3,NAN,0.0,0.0
16147,3,NAN,999.99,0.0
7397,1,SKU968,0.0,2.0
4542,1,SKU_409,100.0,2.0
8499,2,SKU276,0.0,2.0
17074,1,SKU-398,999.99,1.0
10963,1,SKU_948,999.99,2.0
4303,1,SKU536,3342.0,0.0
7338,3,SKU-882,999.99,0.0
671,1,SKU-454,0.0,0.0
11095,2,SKU1125,0.0,2.0
10203,3,NAN,4081.0,2.0
11260,1,SKU440,0.0,2.0
7853,3,SKU_766,999.99,1.0
19718,2,SKU-611,0.0,2.0
19164,2,SKU622,1206.0,1.0
12688,2,SKU-606,0.0,0.0
14009,4,SKU-262,0.0,1.0
18457,2,SKU359,100.0,2.0
579,2,SKU964,995.0,1.0
14686,3,SKU_1084,380.0,0.0
4095,2,SKU1077,0.0,2.0
12570,2,NAN,0.0,2.0
18054,2,NAN,0.0,0.0
18542,1,SKU_277,2528.0,2.0
7776,1,SKU256,100.0,2.0
10048,4,NAN,1208.0,2.0
19361,1,SKU_33,999.99,1.0
19424,3,SKU470,1984.0,0.0
6428,3,SKU988,0.0,2.0
15162,3,SKU520,1476.0,0.0
3503,3,SKU_641,0.0,0.0
19919,4,SKU1002,0.0,0.0
203,2,SKU_961,0.0,0.0
7804,1,SKU_740,0.0,2.0
15454,2,SKU_1182,3114.0,1.0
19391,2,NAN,0.0,1.0
13348,1,NAN,4579.0,1.0
3307,2,SKU690,3011.0,2.0
9445,1,SKU255,999.99,1.0
10757,2,NAN,3504.0,2.0
13970,1,SKU-142,100.0,0.0
7162,2,SKU5,0.0,0.0
16033,2,SKU818,3416.0,0.0
7537,2,SKU-1199,4882.0,0.0
14009,2,SKU-148,4637.0,1.0
7082,3,NAN,2709.0,1.0
14641,2,SKU268,2060.0,0.0
9284,2,NAN,988.0,0.0
9637,1,SKU934,0.0,2.0
9834,3,SKU-531,2747.0,0.0
10767,4,SKU445,999.99,2.0
10856,2,SKU_1105,999.99,0.0
10940,2,SKU771,0.0,0.0
15605,4,NAN,0.0,0.0
15819,3,NAN,634.0,1.0
3078,3,SKU-1197,4090.0,0.0
19050,3,SKU618,0.0,1.0
6838,1,SKU-1020,2678.0,0.0
19792,2,SKU1140,0.0,1.0
17481,1,SKU696,2265.0,0.0
2533,2,NAN,2064.0,1.0
1671,3,SKU_825,999.99,0.0
13609,2,NAN,0.0,1.0
2458,2,SKU845,1985.0,2.0
7326,4,NAN,529.0,2.0
7912,2,SKU_459,0.0,2.0
18164,3,NAN,0.0,0.0
15686,1,SKU762,3790.0,0.0
17251,3,NAN,0.0,0.0
11302,4,SKU_378,4701.0,0.0
18304,1,SKU-441,2562.0,0.0
9509,3,SKU885,4806.0,1.0
10889,1,SKU390,2323.0,0.0
16845,1,SKU631,1326.0,1.0
5739,1,SKU-533,2129.0,0.0
11109,1,SKU_250,999.99,0.0
12272,1,SKU248,3425.0,0.0
1142,2,SKU1064,1897.0,0.0
14631,1,SKU702,999.99,0.0
1100,4,SKU-45,0.0,0.0
14983,2,SKU772,0.0,0.0
7075,2,SKU-80,3566.0,0.0
11,4,SKU_308,100.0,0.0
19644,2,SKU1128,999.99,2.0
7908,1,SKU-8,999.99,2.0
12030,3,SKU617,2666.0,0.0
2295,2,SKU774,100.0,2.0
4502,3,SKU1033,0.0,0.0
4822,2,SKU-684,0.0,2.0
5,2,SKU691,100.0,1.0
1897,1,SKU-701,0.0,0.0
12293,2,NAN,0.0,2.0
5766,2,SKU925,0.0,1.0
11308,1,NAN,0.0,1.0
17415,1,SKU_753,0.0,2.0
1776,1,SKU_788,3646.0,2.0
17315,3,SKU716,0.0,2.0
12394,1,SKU654,999.99,2.0
17617,1,SKU872,3778.0,0.0
15655,1,NAN,4219.0,2.0
6073,2,SKU609,100.0,0.0
5773,2,NAN,3722.0,0.0
655,1,NAN,2142.0,0.0
9517,1,SKU_982,3633.0,2.0
4962,1,NAN,100.0,0.0
19366,1,SKU1078,2751.0,0.0
13266,3,SKU-455,3007.0,2.0
8978,3,NAN,0.0,2.0
12650,2,SKU_554,0.0,1.0
2352,3,SKU_181,0.0,2.0
437,2,NAN,100.0,2.0
4439,1,SKU_954,3574.0,2.0
14745,1,NAN,3213.0,2.0
17816,2,SKU662,4347.0,0.0
14192,1,SKU345,999.99,2.0
2749,2,SKU-299,100.0,0.0
14435,2,NAN,100.0,0.0
15831,3,SKU391,999.99,2.0
19221,2,SKU643,4260.0,2.0
7821,2,SKU-782,0.0,2.0
14581,2,SKU848,4965.0,2.0
17897,1,NAN,100.0,1.0
11896,2,SKU1193,2602.0,1.0
11035,3,SKU_156,999.99,0.0
1750,3,SKU_1191,999.99,1.0
17891,4,SKU1051,3909.0,0.0
17848,3,SKU-454,0.0,2.0
18925,1,SKU_813,999.99,0.0
10109,2,SKU899,0.0,2.0
9083,1,SKU710,999.99,0.0
12509,2,SKU36,0.0,2.0
18150,1,SKU_178,999.99,2.0
446,3,SKU_4,2866.0,2.0
11902,2,SKU1032,1814.0,0.0
16261,1,SKU132,0.0,0.0
5270,4,SKU_213,999.99,2.0
18069,3,NAN,3231.0,2.0
2494,3,SKU181,0.0,2.0
6615,2,SKU943,1655.0,2.0
7376,3,NAN,3195.0,2.0
2732,1,SKU388,1812.0,1.0
17737,2,NAN,0.0,2.0
10423,3,SKU224,100.0,1.0
7774,2,SKU-768,4080.0,2.0
4543,1,SKU1197,0.0,0.0
7540,2,SKU749,100.0,2.0
6889,3,SKU984,999.99,2.0
5224,3,SKU163,100.0,0.0
14443,3,NAN,999.99,0.0
18478,3,SKU-1014,999.99,0.0
7574,1,SKU368,999.99,2.0
5101,3,SKU-685,4438.0,0.0
11929,3,SKU_491,4578.0,0.0
9695,4,SKU178,0.0,0.0
16523,1,SKU-580,999.99,2.0
10897,3,NAN,100.0,2.0
89,2,SKU-674,999.99,2.0
17668,2,SKU-65,100.0,0.0
7502,1,SKU-197,1531.0,2.0
14948,2,SKU379,0.0,1.0
12696,1,SKU1180,100.0,1.0
8643,3,SKU1087,926.0,2.0
7515,1,SKU_482,1046.0,2.0
5106,1,SKU988,999.99,1.0
15505,2,SKU_234,0.0,0.0
13866,2,NAN,100.0,1.0
8154,1,SKU-315,100.0,0.0
12149,2,SKU-669,2874.0,2.0
2651,1,SKU187,0.0,2.0
14617,2,SKU-1164,0.0,0.0
15837,3,SKU-773,100.0,0.0
15667,1,SKU_379,100.0,1.0
15903,4,SKU_511,2379.0,2.0
5350,3,SKU493,0.0,0.0
5419,3,NAN,999.99,2.0
3612,1,SKU-1198,739.0,1.0
10224,2,NAN,999.99,2.0
2382,2,SKU396,100.0,0.0
9510,1,SKU559,0.0,0.0
63,2,SKU-174,1419.0,2.0
8871,2,NAN,0.0,0.0
4328,2,SKU177,0.0,2.0
17651,2,SKU-941,1419.0,2.0
18356,3,NAN,0.0,2.0
5689,2,SKU-126,0.0,0.0
10391,3,SKU_220,0.0,0.0
4596,4,SKU-137,100.0,0.0
18682,4,NAN,0.0,2.0
19159,3,SKU-1123,999.99,2.0
10859,1,SKU1181,100.0,0.0
6029,2,SKU1045,3983.0,1.0
14362,1,NAN,0.0,2.0
1092,2,SKU400,100.0,0.0
7085,2,SKU279,999.99,2.0
18117,1,NAN,4115.0,2.0
18774,1,SKU-808,0.0,2.0
5716,1,SKU410,0.0,0.0
1112,3,NAN,999.99,0.0
13378,3,NAN,999.99,1.0
6620,2,SKU628,0.0,1.0
5398,2,SKU230,0.0,1.0
934,1,SKU569,0.0,2.0
386,2,SKU511,100.0,0.0
4005,1,SKU566,2417.0,2.0
18950,1,SKU-1004,3242.0,1.0
2906,1,SKU_304,100.0,0.0
9340,1,SKU511,0.0,1.0
17864,1,SKU664,1011.0,0.0
2340,2,NAN,0.0,1.0
12801,2,SKU-610,999.99,0.0
2904,4,NAN,0.0,2.0
12121,4,NAN,3156.0,0.0
5635,1,SKU_1200,1215.0,2.0
17958,3,SKU-420,2888.0,2.0
4121,1,SKU680,999.99,1.0
12251,2,SKU_119,4545.0,0.0
16496,3,NAN,1606.0,2.0
19702,4,SKU_252,100.0,0.0
1012,3,SKU336,2810.0,2.0
5456,2,SKU_512,100.0,0.0
15098,2,SKU_1078,4395.0,2.0
4570,1,SKU_34,999.99,2.0
8109,1,SKU-1042,100.0,0.0
12438,1,SKU-1193,2657.0,2.0
2005,3,SKU947,100.0,2.0
8087,1,NAN,100.0,2.0
3368,1,NAN,0.0,0.0
14406,1,SKU-982,3198.0,0.0
6489,2,NAN,0.0,2.0
19905,1,SKU_391,0.0,0.0
13121,1,NAN,0.0,0.0
662,1,SKU539,100.0,2.0
8231,2,SKU_390,100.0,1.0
8430,1,SKU-1134,999.99,1.0
14872,1,SKU-284,0.0,0.0
8759,3,SKU_1023,3998.0,0.0
13088,1,SKU807,100.0,0.0
13179,3,NAN,0.0,0.0
15408,1,SKU-387,0.0,0.0
1298,4,SKU913,999.99,0.0
14720,4,SKU_765,100.0,2.0
1941,1,SKU_400,100.0,0.0
734,2,NAN,999.99,0.0
6198,1,SKU199,999.99,0.0
3916,1,SKU-805,999.99,0.0
11118,4,SKU-2,100.0,0.0
18094,1,SKU564,100.0,2.0
8651,2,SKU_366,2971.0,0.0
750,1,SKU-137,0.0,0.0
19340,4,SKU_536,0.0,2.0
469,1,NAN,0.0,0.0
17123,1,SKU494,567.0,2.0
225,3,SKU-237,999.99,0.0
6779,1,SKU-539,477.0,0.0
790,1,SKU1128,1294.0,1.0
4042,1,SKU167,0.0,0.0
9063,4,SKU-482,999.99,2.0
10913,3,SKU519,0.0,0.0
9778,1,SKU1051,4657.0,0.0
5223,4,SKU_304,0.0,2.0
16008,1,SKU-936,999.99,2.0
5855,4,SKU-324,999.99,2.0
3814,1,SKU302,100.0,2.0
7867,2,SKU232,1134.0,0.0
12298,1,SKU588,2789.0,2.0
3345,3,SKU1098,999.99,2.0
12013,1,SKU-978,0.0,2.0
1086,1,NAN,0.0,1.0
2206,4,SKU_1047,999.99,0.0
1580,3,SKU167,100.0,0.0
15559,3,SKU1132,0.0,1.0
3316,3,NAN,0.0,2.0
8770,3,NAN,0.0,0.0
14858,2,SKU_769,188.0,2.0
15872,2,SKU931,0.0,2.0
3346,2,SKU636,100.0,0.0
13602,1,SKU1164,4760.0,0.0
4249,1,SKU1168,100.0,2.0
4941,1,SKU-624,3577.0,2.0
